                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.3759,                0.88987,                 1.3194,                0.84644,                0.79469,                0.86558,                 0.4954,                 1.4023,                 0.7776,                 1.4213,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.3741,                 0.8778,                 1.3076,                0.83934,                0.79103,                 0.8612,                0.49241,                 1.4031,                0.78134,                 1.4247,               0.002476,               0.002476,               0.002476
                    155,                 1.3824,                0.88653,                 1.3091,                0.84117,                0.80354,                0.86447,                0.49182,                 1.3967,                0.77754,                 1.4139,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.3729,                0.88163,                 1.3204,                0.83229,                0.79936,                0.86164,                 0.4923,                 1.4041,                0.77407,                 1.4237,               0.002377,               0.002377,               0.002377
                    157,                 1.3672,                0.86972,                 1.3057,                 0.8436,                0.79103,                0.86197,                0.49248,                  1.401,                0.77073,                 1.4205,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.3696,                 0.8744,                 1.3165,                0.83725,                0.79724,                0.85852,                0.49074,                 1.4058,                0.77462,                 1.4202,               0.002278,               0.002278,               0.002278
                    159,                 1.3685,                0.87486,                 1.3087,                0.84006,                0.79634,                0.86288,                0.49672,                 1.4005,                0.78164,                 1.4146,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.3562,                0.86534,                 1.3035,                0.83654,                0.80079,                0.86613,                0.49709,                 1.3966,                  0.772,                 1.4138,               0.002179,               0.002179,               0.002179
                    161,                 1.3568,                0.86739,                 1.3042,                0.82921,                0.80659,                0.86485,                0.49867,                 1.3853,                0.77214,                 1.4122,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.3546,                 0.8572,                 1.3051,                0.83741,                0.79713,                0.86508,                0.49794,                 1.3956,                0.77811,                 1.4204,                0.00208,                0.00208,                0.00208
                    163,                 1.3631,                0.87474,                 1.3109,                0.82953,                0.80354,                0.86699,                0.49944,                 1.3908,                0.77465,                 1.4172,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.3621,                0.87666,                 1.3111,                 0.8359,                 0.8014,                0.86614,                0.49962,                 1.3823,                0.77999,                 1.4154,               0.001981,               0.001981,               0.001981
                    165,                 1.3561,                0.86531,                 1.3047,                0.84944,                0.78998,                0.86759,                0.49945,                 1.3879,                0.77276,                 1.4175,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.3566,                0.85617,                 1.2935,                0.84837,                0.80218,                0.86953,                0.49909,                 1.3908,                0.76737,                 1.4169,               0.001882,               0.001882,               0.001882
                    167,                 1.3512,                0.86391,                 1.2945,                 0.8455,                0.79012,                0.86516,                0.49766,                 1.3934,                0.77335,                 1.4099,              0.0018325,              0.0018325,              0.0018325
                    168,                  1.339,                 0.8563,                 1.2963,                0.84461,                 0.7953,                0.86597,                0.49837,                 1.3901,                0.77335,                 1.4173,               0.001783,               0.001783,               0.001783
                    169,                 1.3405,                0.84777,                 1.2878,                0.83843,                0.80262,                0.87042,                0.49935,                 1.3904,                0.77348,                 1.4162,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.3479,                0.84689,                 1.2903,                0.82504,                0.81818,                0.86842,                0.49981,                 1.3939,                0.76935,                 1.4154,               0.001684,               0.001684,               0.001684
                    171,                 1.3389,                0.84815,                 1.2914,                0.83467,                0.80598,                 0.8658,                0.49725,                 1.3933,                0.77285,                 1.4152,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.3451,                0.85427,                 1.2927,                0.84511,                0.79622,                0.86806,                0.50203,                 1.3889,                0.76671,                 1.4139,               0.001585,               0.001585,               0.001585
                    173,                 1.3491,                0.84817,                 1.3009,                0.83361,                0.80384,                0.86698,                0.50131,                 1.3877,                0.77088,                 1.4133,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.3308,                 0.8549,                 1.2951,                0.84026,                0.80394,                 0.8688,                0.50302,                 1.3885,                0.76258,                  1.416,               0.001486,               0.001486,               0.001486
                    175,                 1.3332,                0.84658,                 1.2865,                0.83772,                0.79999,                0.86634,                0.50049,                 1.3904,                0.76996,                 1.4188,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.3421,                 0.8556,                 1.2957,                0.83212,                 0.8075,                0.86965,                0.50019,                 1.3948,                0.76813,                 1.4156,               0.001387,               0.001387,               0.001387
                    177,                 1.3303,                0.84463,                 1.2847,                0.84434,                0.79652,                0.86716,                0.49981,                 1.3983,                0.76868,                  1.422,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.3265,                0.84393,                 1.2872,                0.83558,                0.80305,                0.86785,                0.50135,                 1.3949,                0.77074,                 1.4149,               0.001288,               0.001288,               0.001288
                    179,                 1.3357,                 0.8436,                 1.2945,                 0.8377,                0.81086,                0.86945,                0.50381,                 1.3842,                0.76336,                 1.4079,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.3384,                0.83915,                 1.2844,                0.82672,                  0.813,                0.86753,                0.50183,                 1.3902,                0.76484,                 1.4134,               0.001189,               0.001189,               0.001189
                    181,                 1.3269,                0.84429,                 1.2815,                0.82799,                0.81205,                0.86836,                0.50126,                  1.391,                0.76595,                 1.4159,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.3093,                0.82415,                 1.2821,                0.84694,                0.80018,                0.87045,                0.50398,                 1.3877,                0.76345,                 1.4131,                0.00109,                0.00109,                0.00109
                    183,                 1.3398,                0.84138,                 1.2885,                0.83937,                0.80823,                0.86896,                0.50255,                 1.3914,                0.76403,                 1.4169,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.3154,                0.83874,                 1.2793,                0.83375,                0.81543,                0.86949,                0.50136,                 1.3913,                0.76344,                 1.4175,               0.000991,               0.000991,               0.000991
                    185,                 1.3133,                0.84252,                 1.2788,                0.83684,                0.80567,                0.86921,                 0.5025,                 1.3857,                0.76375,                 1.4118,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.3011,                0.83262,                 1.2757,                0.83566,                0.80964,                0.86763,                0.50216,                  1.381,                0.76768,                 1.4084,               0.000892,               0.000892,               0.000892
                    187,                 1.3177,                0.84045,                 1.2871,                0.83656,                 0.8072,                0.86652,                0.50199,                 1.3806,                0.76385,                 1.4084,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.3204,                0.84316,                 1.2792,                0.83574,                0.80711,                0.86677,                0.50339,                 1.3781,                0.76278,                 1.4054,               0.000793,               0.000793,               0.000793
                    189,                 1.3203,                0.84277,                 1.2768,                  0.838,                 0.8001,                0.86655,                0.50481,                 1.3798,                0.76452,                 1.4091,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.3105,                0.82727,                 1.2746,                0.84093,                0.79348,                0.86565,                0.50454,                 1.3786,                0.76513,                 1.4047,               0.000694,               0.000694,               0.000694
                    191,                 1.2961,                0.75656,                 1.2789,                0.83958,                0.80308,                0.86632,                0.50015,                 1.3857,                0.76329,                 1.4161,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.2923,                0.74455,                 1.2834,                0.83924,                0.80587,                0.86704,                0.50141,                 1.3873,                0.76212,                 1.4186,               0.000595,               0.000595,               0.000595
                    193,                 1.2791,                0.74365,                 1.2745,                0.84369,                0.80506,                0.86763,                0.50184,                 1.3886,                0.76204,                 1.4194,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.2673,                0.73348,                 1.2658,                0.84104,                0.80811,                0.86888,                0.50345,                 1.3851,                 0.7548,                 1.4176,               0.000496,               0.000496,               0.000496
                    195,                 1.2697,                0.72752,                 1.2678,                 0.8399,                0.80979,                0.87095,                0.50399,                 1.3867,                 0.7524,                 1.4169,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.2622,                0.73552,                 1.2708,                0.84895,                0.80242,                0.87161,                0.50484,                 1.3853,                0.75429,                 1.4161,               0.000397,               0.000397,               0.000397
                    197,                 1.2611,                0.73031,                  1.264,                0.84058,                0.81056,                0.87151,                 0.5053,                 1.3838,                0.75431,                 1.4136,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.2499,                0.72023,                 1.2618,                0.84332,                0.80842,                0.87058,                0.50445,                 1.3838,                0.75436,                  1.415,               0.000298,               0.000298,               0.000298
                    199,                 1.2616,                0.72178,                 1.2623,                 0.8491,                0.80335,                0.87075,                0.50564,                 1.3816,                 0.7521,                 1.4137,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.2514,                0.72486,                 1.2597,                0.83952,                0.80912,                0.86997,                0.50539,                 1.3828,                0.75149,                 1.4149,               0.000199,               0.000199,               0.000199
